Бренд;Товар;Автор;Дата;Оценка;Текст отзыва;Фото (ссылки);Ссылка на товар
DFC;DFC SB-AT-3001;Аноним;;8;В Валентина Л. 29 апреля 2026 Цвет товара: коричневый товар пришёл вовремя,спасибо продавцу.Все целое,что очень важно.Покупали в подарок сыну.Очень доволен и мы в том числе.Играем каждый день 👍 Цена-качество 👍 процветания вам  00:06 Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/9257e62f-a395-48fb-85ba-640d10ef5cc6.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/1c2378b9-3720-4b1f-aaf1-46c1fd81d27a.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/2c807c26-df2e-4f16-a0ee-662b271da7ee.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/399a8ddb-ffe4-47c2-bece-aa8c422ee14c.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;10;Е Евгений С. 21 апреля 2026 Цвет товара: светло-серый-белый-светло-синий всё всем понравилось 👍👍👍 особенно детям.  04:46 Вам помог этот отзыв? Да 15 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/72beeaff-9d7b-42f2-b6a4-7f1b140f2819.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Г Галина П. 18 июня 2026 Цвет товара: зеленый-серый Доставили быстро. Коробка вся разбита, заклеена скотчем. Звезду снимать не стала, внутри вроде бы все на месте. Это подарок внуку на день рождения, поэтому доставать из коробки не стала. Надеюсь, что комплектация не нарушена.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/ac528109-9493-469c-9945-937c248f157f.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/73639b8d-913d-465e-ad5a-3a7bbdd9af15.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;А Анна Р. 20 апреля 2026 Цвет товара: коричневый-светло-зеленый Настольный футбол хорошего качества.Интересно и удобно играть не только детям,но и взрослым.Единственный момент,нужно ставить на не скользящую поверхность,чтобы предотвратить подвижность поля при игре  Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/bd32bedc-1de3-445b-ac17-01440b0879df.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/b24507dd-8a07-47c0-97de-544fa29311e8.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Иван В. 29 апреля 2026 Цвет товара: темно-синий Отличный, качественно выполненный бильярд. Не хлипкий, не шатается ничего. Кии удобные, шары тяжеленькие. Играем всей семьёй. Рекомендую.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/d45c54d1-d92c-44a3-b29b-75b939f35c04.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;И Имя скрыто 28 мая 2026 Цвет товара: голубой-черный Игра пришла в хорошей плотной коробке, всё целое и в наличии. Игра как настоящая. Ребёнок играет с удовольствием, взрослые - тоже)  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/ba6ceee4-0258-4730-8179-fe9bffb757fb.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;8;А Алсу М. 12 мая 2026 Цвет товара: светло-коричневый-коричнево-красный товар пришёл быстро, упаковка качественная, внутри пенопласт и защита углов, напор воздуха хороший, собрали быстро, все работает.  00:25 Вам помог этот отзыв? Да 1 Нет 0 Ответить;;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;R Ruvy 13 апреля 2026 Цвет товара: синий-белый Прекрасная игра, поле большого размера, дети с восторге, папа в восторге! Доставка опоздала на 1 день, но а празднику успели!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/b0d5cfa6-30ce-406d-bd41-1b8c382f3837.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/fb22b8ac-21e3-408a-8ecc-23447db01a16.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;М Максим Ч. 5 мая 2026 Цвет товара: синий-белый Вполне хороший аэрохоккей! Надо шайба где-то на поле застревает, надо иголкой отверстия в этом месте почистить!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/650048cf-6870-4089-878a-04eb3fc1d744.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;М Марина Т. 2 мая 2026 Цвет товара: голубой-черный Игровой стол- аэрохоккей пришёл в хорошем состоянии. Полная комплектация. Работает от сети. Размеры впечатляют.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/2ec1304d-d87c-4285-bf37-a82608ad5f52.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;8;Елена 25 апреля 2026 Цвет товара: коричневый Подклейка к бите не удачная. Приклеила, но дети скрутили сам «войлок» от основания. В целом, неплохо, играть можно. Шум от вентилятора несильный.  00:17 Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/e9cabd4d-6e4f-47c1-b807-4cddd8bee4d2.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Т Тимофей С. 3 мая 2026 Цвет товара: коричневый Относительно большой стол, удобный размер. Мертвых зон, где останавливается шайба нет. Единственный минус - недостаточная ширина ворот, если поставить биту посередине, шайба не проходит ни с одной стороны.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/4d737118-9999-4b66-87be-8475290ca237.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;О Оксана Ш. 25 апреля 2026 Цвет товара: коричневый Давно мечтали о таком столе. К сожалению, пришёл нерабочий. Хотя выглядит очень качественно. Постараемся заменить  Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-15/wc500/4d06d8f9-d9ba-4c44-83c6-3985734da599.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Л Лилия К. 12 апреля 2026 Цвет товара: коричневый Пришел хорошо запакованный. Все работает, всё целое. Ребёнок в восторге. В реальности больше чем на фото.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/90ea0864-3bcf-407d-bf90-2501400fe229.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;8;Лейла О. 18 мая 2026 Цвет товара: коричневый Вообще крутая игрушка . Взяли в подарок сыну на 2 года . Час играли с мужем сами 😆 Сын в восторге .  00:05 Вам помог этот отзыв? Да 3 Нет 0 Ответить;;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Р Роман Р. 7 мая 2026 Цвет товара: коричневый Товар пришел вовремя, ветер дует хорошо. Проверяйте то, что он работает от зарядки, а не от батареек.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/3221c9f4-4da4-452d-b6d7-3d3617936d72.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Л Любовь А. 1 мая 2026 Цвет товара: светло-серый-белый-светло-синий за такие деньги , с клееного Кортона конструкция , ещё и с браком , купили подарок ребенку называется  Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-14/wc500/28eba88d-31b7-4dbd-b9e2-a28add731c21.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;С Сергей К. 3 июня 2026 Цвет товара: голубой-черный Ребёнку понравился . Упакован отлично, дошёл быстро , подключение и сборка элементарная .  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/9771a104-9a50-4421-aecb-7f697dab305b.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Фишер А. 15 апреля 2026 Цвет товара: коричневый Вроде все целое, еще пробовали, ждём завтра. Подарок на др. Надеюсь все будет работать.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/a1230313-19fa-43ef-87b7-c075dbd1cee8.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/f22dcad0-7964-4520-b1e0-783e8301f6b4.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/3e8aee0a-bcb7-43e0-aea5-fd05a67c11ff.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/ee1a0ca6-b3a8-4b5c-bc06-d1a0f0a3a19d.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Е Евгения З. 6 мая 2026 Цвет товара: голубой-черный хороший аэрохоккей ,достаточно большой ,цена конечно высокая,но сама игра классная  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/8e738e89-d892-4419-90bf-d9e055c9f4ef.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;8;А Алсу М. 25 апреля 2026 Цвет товара: голубой-черный Общее впечатление хорошее. Пришло все в комплекте. Дети играют только так)  00:18 Вам помог этот отзыв? Да 6 Нет 0 Ответить;;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;А Анастасия 8 мая 2026 Цвет товара: коричневый Условно ставлю 5 звезд Завтра др ребенку,там и посмотрим все ли хорошо  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/5c1e8ae5-e635-468b-acdc-6aace4c8f35c.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;И Имя скрыто 22 апреля 2026 Цвет товара: светло-серый-белый-светло-синий Отличный игровой стол) хорошо вписался в интерьер и встал по размеру  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/786260ef-fff1-47c9-9b51-f03f38ddf060.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;Светлана Ф. 29 апреля 2026 Цвет товара: голубой-черный Взяла внучке на день рождения, она в восторге. Всё отлично работает  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/aa4c4492-65e7-4ce9-9197-59e4b9e13cbd.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/feb7a3df-e2c6-4573-a12c-664a42f133dc.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;А Алёна Ф. 25 апреля 2026 Цвет товара: коричневый-светло-зеленый Очень понравился! Играем всей семьёй, остались довольны, спасибо  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/a3063bfd-93cd-4b00-9ef9-3d8a3ecb8f3b.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;И Имя скрыто 31 мая 2026 Цвет товара: голубой-черный Отличный аэрохоккей, ребенка не оторвать и взрослым интересно  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/f63adeb5-38e9-40b9-bfe8-e7e5b29f2d78.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;8;И Имя скрыто 26 апреля 2026 Цвет товара: синий-белый Подарок на ДР зашёл! Спортсмен в восторге)) 🏒  00:40 Вам помог этот отзыв? Да 9 Нет 0 Ответить;;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;И Имя скрыто 21 апреля 2026 Цвет товара: светло-коричневый-коричнево-красный Очень хороший , пришел во время.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/1203badb-6e28-473b-abae-443b224acd03.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;И Имя скрыто 15 апреля 2026 Цвет товара: темно-синий Понравилось Качественный товар  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/77c5fd6e-d3bc-4cd6-89ae-30e8b65cb84f.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC SB-AT-3001;Аноним;;7;М Марат Е. 22 мая 2026 Цвет товара: голубой-черный Ребёнок доволен  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/8e35ac96-70d6-4708-8d0c-1bf9b66cba0d.jpeg;https://www.ozon.ru/product/813170786
DFC;DFC 40 101x50 тёмный;Аноним;;8;В Валентина Л. 29 апреля 2026 Цвет товара: коричневый товар пришёл вовремя,спасибо продавцу.Все целое,что очень важно.Покупали в подарок сыну.Очень доволен и мы в том числе.Играем каждый день 👍 Цена-качество 👍 процветания вам  00:06 Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/9257e62f-a395-48fb-85ba-640d10ef5cc6.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/1c2378b9-3720-4b1f-aaf1-46c1fd81d27a.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/2c807c26-df2e-4f16-a0ee-662b271da7ee.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/399a8ddb-ffe4-47c2-bece-aa8c422ee14c.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Л Лилия К. 12 апреля 2026 Цвет товара: коричневый Пришел хорошо запакованный. Все работает, всё целое. Ребёнок в восторге. В реальности больше чем на фото.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/90ea0864-3bcf-407d-bf90-2501400fe229.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;8;Лейла О. 18 мая 2026 Цвет товара: коричневый Вообще крутая игрушка . Взяли в подарок сыну на 2 года . Час играли с мужем сами 😆 Сын в восторге .  00:05 Вам помог этот отзыв? Да 3 Нет 0 Ответить;;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Р Роман Р. 7 мая 2026 Цвет товара: коричневый Товар пришел вовремя, ветер дует хорошо. Проверяйте то, что он работает от зарядки, а не от батареек.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/3221c9f4-4da4-452d-b6d7-3d3617936d72.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Фишер А. 15 апреля 2026 Цвет товара: коричневый Вроде все целое, еще пробовали, ждём завтра. Подарок на др. Надеюсь все будет работать.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/a1230313-19fa-43ef-87b7-c075dbd1cee8.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/f22dcad0-7964-4520-b1e0-783e8301f6b4.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/3e8aee0a-bcb7-43e0-aea5-fd05a67c11ff.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/ee1a0ca6-b3a8-4b5c-bc06-d1a0f0a3a19d.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;А Анастасия 8 мая 2026 Цвет товара: коричневый Условно ставлю 5 звезд Завтра др ребенку,там и посмотрим все ли хорошо  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/5c1e8ae5-e635-468b-acdc-6aace4c8f35c.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;И Имя скрыто 22 апреля 2026 Цвет товара: коричневый Очень понравился 👍 Простой в с борке, всё очень аккуратно упаковано, купили на подарок ребёнку, но сами не могли оторваться от игры.Спасибо огромное продавцу 👍  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Н Наталья С. 19 мая 2026 Цвет товара: коричневый Всё работает, сол огромный, мне нравится что от сети, прежде чем дарить опробовали, думаю ребёнок будет доволен.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;В Виталий Ш. 6 мая 2026 Цвет товара: коричневый Товар пришел вовремя.Всё хорошо упаковано, детали все на месте. Ребенок остался доволен. Продавца рекомендую  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Е Евгений Г. 3 мая 2026 Цвет товара: коричневый все работает, ребенок рад такому подарку, постоянно просит поиграть ещё, рекомендую  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;8;Елена 25 апреля 2026 Цвет товара: коричневый Подклейка к бите не удачная. Приклеила, но дети скрутили сам «войлок» от основания. В целом, неплохо, играть можно. Шум от вентилятора несильный.  00:17 Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/e9cabd4d-6e4f-47c1-b807-4cddd8bee4d2.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;10;Е Евгений С. 21 апреля 2026 Цвет товара: светло-серый-белый-светло-синий всё всем понравилось 👍👍👍 особенно детям.  04:46 Вам помог этот отзыв? Да 15 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/72beeaff-9d7b-42f2-b6a4-7f1b140f2819.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Г Галина П. 18 июня 2026 Цвет товара: зеленый-серый Доставили быстро. Коробка вся разбита, заклеена скотчем. Звезду снимать не стала, внутри вроде бы все на месте. Это подарок внуку на день рождения, поэтому доставать из коробки не стала. Надеюсь, что комплектация не нарушена.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/ac528109-9493-469c-9945-937c248f157f.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/73639b8d-913d-465e-ad5a-3a7bbdd9af15.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Т Тимофей С. 3 мая 2026 Цвет товара: коричневый Относительно большой стол, удобный размер. Мертвых зон, где останавливается шайба нет. Единственный минус - недостаточная ширина ворот, если поставить биту посередине, шайба не проходит ни с одной стороны.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/4d737118-9999-4b66-87be-8475290ca237.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;А Анна Р. 20 апреля 2026 Цвет товара: коричневый-светло-зеленый Настольный футбол хорошего качества.Интересно и удобно играть не только детям,но и взрослым.Единственный момент,нужно ставить на не скользящую поверхность,чтобы предотвратить подвижность поля при игре  Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/bd32bedc-1de3-445b-ac17-01440b0879df.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/b24507dd-8a07-47c0-97de-544fa29311e8.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Иван В. 29 апреля 2026 Цвет товара: темно-синий Отличный, качественно выполненный бильярд. Не хлипкий, не шатается ничего. Кии удобные, шары тяжеленькие. Играем всей семьёй. Рекомендую.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/d45c54d1-d92c-44a3-b29b-75b939f35c04.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;И Имя скрыто 28 мая 2026 Цвет товара: голубой-черный Игра пришла в хорошей плотной коробке, всё целое и в наличии. Игра как настоящая. Ребёнок играет с удовольствием, взрослые - тоже)  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/ba6ceee4-0258-4730-8179-fe9bffb757fb.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;8;А Алсу М. 12 мая 2026 Цвет товара: светло-коричневый-коричнево-красный товар пришёл быстро, упаковка качественная, внутри пенопласт и защита углов, напор воздуха хороший, собрали быстро, все работает.  00:25 Вам помог этот отзыв? Да 1 Нет 0 Ответить;;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;R Ruvy 13 апреля 2026 Цвет товара: синий-белый Прекрасная игра, поле большого размера, дети с восторге, папа в восторге! Доставка опоздала на 1 день, но а празднику успели!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/b0d5cfa6-30ce-406d-bd41-1b8c382f3837.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/fb22b8ac-21e3-408a-8ecc-23447db01a16.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;О Оксана Ш. 25 апреля 2026 Цвет товара: коричневый Давно мечтали о таком столе. К сожалению, пришёл нерабочий. Хотя выглядит очень качественно. Постараемся заменить  Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-15/wc500/4d06d8f9-d9ba-4c44-83c6-3985734da599.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;М Максим Ч. 5 мая 2026 Цвет товара: синий-белый Вполне хороший аэрохоккей! Надо шайба где-то на поле застревает, надо иголкой отверстия в этом месте почистить!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/650048cf-6870-4089-878a-04eb3fc1d744.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;М Марина Т. 2 мая 2026 Цвет товара: голубой-черный Игровой стол- аэрохоккей пришёл в хорошем состоянии. Полная комплектация. Работает от сети. Размеры впечатляют.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/2ec1304d-d87c-4285-bf37-a82608ad5f52.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Л Любовь А. 1 мая 2026 Цвет товара: светло-серый-белый-светло-синий за такие деньги , с клееного Кортона конструкция , ещё и с браком , купили подарок ребенку называется  Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-14/wc500/28eba88d-31b7-4dbd-b9e2-a28add731c21.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;С Сергей К. 3 июня 2026 Цвет товара: голубой-черный Ребёнку понравился . Упакован отлично, дошёл быстро , подключение и сборка элементарная .  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/9771a104-9a50-4421-aecb-7f697dab305b.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Е Евгения З. 6 мая 2026 Цвет товара: голубой-черный хороший аэрохоккей ,достаточно большой ,цена конечно высокая,но сама игра классная  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/8e738e89-d892-4419-90bf-d9e055c9f4ef.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;8;А Алсу М. 25 апреля 2026 Цвет товара: голубой-черный Общее впечатление хорошее. Пришло все в комплекте. Дети играют только так)  00:18 Вам помог этот отзыв? Да 6 Нет 0 Ответить;;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;И Имя скрыто 22 апреля 2026 Цвет товара: светло-серый-белый-светло-синий Отличный игровой стол) хорошо вписался в интерьер и встал по размеру  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/786260ef-fff1-47c9-9b51-f03f38ddf060.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;Светлана Ф. 29 апреля 2026 Цвет товара: голубой-черный Взяла внучке на день рождения, она в восторге. Всё отлично работает  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/aa4c4492-65e7-4ce9-9197-59e4b9e13cbd.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/feb7a3df-e2c6-4573-a12c-664a42f133dc.jpeg;https://www.ozon.ru/product/2718127197
DFC;DFC 40 101x50 тёмный;Аноним;;7;А Алёна Ф. 25 апреля 2026 Цвет товара: коричневый-светло-зеленый Очень понравился! Играем всей семьёй, остались довольны, спасибо  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/a3063bfd-93cd-4b00-9ef9-3d8a3ecb8f3b.jpeg;https://www.ozon.ru/product/2718127197
