Бренд;Товар;Автор;Дата;Оценка;Текст отзыва;Фото (ссылки);Ссылка на товар
DFC;DFC JUPITER;Аноним;;8;М Мариета А. 21 ноября 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Стоп классный и дети и взрослые с удовольствием играют! Спасибо большое! И продавцу спасибо за быструю доставку 👍 К покупке рекомендую 🔥  00:48 Вам помог этот отзыв? Да 13 Нет 0 Ответить;;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;8;"А Анна 7 июня 2026 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Надежность:Средняя Удобство использования:Нормально Соотношение цена/качество:Приемлемое Ребенок доволен, но есть нюансы: выполнено все из прессованной плиты на подобии оргалита (опилки очень мелкой фракции) и потому, вся эта история недолговечна и боится влаги. Отсеки для приема ""голов"" крепятся к столу на клею, поэтому после первого использования нам пришлось сажать их на шурупы, кроме того части коробов крепятся между собой скобами...  Читать полностью 00:33 Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария";https://ir.ozone.ru/s3/rp-photo-11/wc500/88b711a7-8eaa-4717-bce5-f00a1b1fc0fc.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/7d3b11e4-b3bb-478b-85f5-1458c3cc15b1.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;9;А Альбина Н. изменен 13 декабря 2025 Цвет товара: черный-белый-серый металлик, Название цвета: AT-250 Надежность:Средняя Удобство использования:Нормально Стол сам по себе пришел целый и вовремя. но сборка у него ужасная постоянно что-то отваливается.  00:05 Вам помог этот отзыв? Да 1 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-14/wc500/c4c04659-cdc8-42f8-b968-03d70a9083f1.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/7cbf29ae-6d9b-47e8-9f2c-e8cbbfb7f5fa.jpeg | https://ir.ozone.ru/s3/rp-photo-13/wc500/817cd4a3-dbd0-4b6b-8265-7cfd09b738d9.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/a9a717d6-614d-47ea-9222-44e8357551d7.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;И Имя скрыто изменен 25 мая 2026 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Надежность:Средняя Удобство использования:Нормально Пришел относительно целым, при том что коробка была мятой. Рабочее поле поцарапанное, потертое. На бортах есть места, где виниловая пленка ободрана, при этом внешних повреждений (порванных мест) на коробке не было. Следовательно, он в таком состоянии уже попал в коробку. Без доработок - работа так себе, мощности одного вентилятора не хватает для продувки...  Читать полностью Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-11/wc500/e94b4dcc-5e04-4d80-bf60-3ad59fcab3cf.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Э Эмиля А. 12 февраля 2026 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Здравствуйте! Стол не плохой, но почему-то немного шатается, вроде всё затянуто. Боковая крутилка на болте, с помощью которой нужно собирать стол не вставляется, видимо брак! Уважаемый продавец, отправьте, пожалуйста, исправную деталь!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/e63bc379-efa8-4c3e-bc66-fb7f6ca7c3f2.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;А Александр Д. 10 декабря 2025 Цвет товара: черно-серый-черный, Название цвета: AT-320 Не покупайте у этого продавца ничего!!! За огромные деньги приехал аэрохоккей в коробке. Коробка была вся целая, а стол как будто пинали. Был заявлен блок управления включением, вместо него под столом расположен шнур от советского торшера. Для того чтобы включить аэрохоккей нужно залезть под стол. Продавец естественно отказался менять товар.  Вам помог этот отзыв? Да 25 Нет 0 Ответить 1 комментарий;https://ir.ozone.ru/s3/rp-photo-14/wc500/af7675b5-190a-498c-8454-bfff53954ee3.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/e1b89850-d56c-4903-9bbb-678c187d100c.jpeg | https://ir.ozone.ru/s3/rp-photo-13/wc500/2d1b869b-10c7-4f2e-8d6f-f65bfaf2f997.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/0b4128d2-031d-432a-a70d-1836f1f7ee59.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;В Виктор Р. изменен 1 декабря 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Надежность:Средняя Удобство использования:Нормально Соотношение цена/качество:Приемлемое Одну звезду снимаю не за стол, а за жадность продавца или Озон не знаю кто из них виноват. Заказал Я этот стол 15 ноября, доставка должна была быть 21 ноября, и тут началось перенос дат. Написал жалобу - деньги вернули сразу, а мне нужен был этот стол, это же подарок ребенку. На следующий день захожу на страницу опа, а стол на 1500 дороже. Заказную...  Читать полностью Вам помог этот отзыв? Да 5 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/f6ff40db-1d42-43a5-ad81-c1cdc6c4260e.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/27c4dd4b-5d10-47cc-bd41-c20e55d0786c.jpeg | https://ir.ozone.ru/s3/rp-photo-15/wc500/5e669bc8-fc46-45b9-a558-103667b6b9de.jpeg | https://ir.ozone.ru/s3/rp-photo-13/wc500/0ee54331-bc04-47b5-92b1-8f8fdfc34051.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/4d5a08cf-5508-4aee-a45d-4d1f6c40548e.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/8844d570-2d90-4471-853c-098a5b0012f3.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Е Егор М. 1 октября 2024 Цвет товара: черный-белый-серый металлик, Название цвета: AT-250 Надежность:Средняя Соотношение цена/качество:Приемлемое Удобство использования:Удобно Покупал на подарок и конечно он пришел поломанный на фото видно, под шаманил куда уж деваться, но настроение облом, играть удобно, бывает шайба выскакивает за предел и не всегда считает голы, битки для мужской руки чуть маловаты , вентилятор шумный , ощущения надежности нет ( точно не стоит на него ложиться )  Вам помог этот отзыв? Да 21 Нет 0 Ответить 5 комментариев;https://ir.ozone.ru/s3/rp-photo-6/wc500/a52095bc-71a5-41c5-9792-93314b2526a5.jpeg | https://ir.ozone.ru/s3/rp-photo-10/wc500/0714ff74-b55b-4d31-a808-96a3f5b9dc52.jpeg | https://ir.ozone.ru/s3/rp-photo-8/wc500/223b4c85-1ba4-4733-b16b-be99ea3d8849.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;П Павел К. 8 января 2026 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 покрытие было поцарапано кто-то им пользовался стол пришёл с трещинами в деталях  Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-15/wc500/95dced8a-b6fd-4702-ae35-94e66787cc24.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/7b237f97-511d-4271-9023-ed9fdd18f332.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/dc46ddad-4676-4bb0-9483-1863a20466b2.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;И Имя скрыто 7 декабря 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Надежность:Средняя Соотношение цена/качество:Приемлемое Удобство использования:Удобно стол хороший пришел без повреждений. при перевозки пришлось сложить сидения  Вам помог этот отзыв? Да 2 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/76efacc6-9608-4432-b705-508526589c74.jpeg | https://ir.ozone.ru/s3/rp-photo-13/wc500/4c941143-cda5-4e21-84f8-c9071b5c49dd.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Д Денис Р. 12 февраля 2026 Цвет товара: черный-белый-синий, Название цвета: AT-250 Соотношение цена/качество:Выгодная покупка Надежность:Средняя Удобство использования:Удобно хороший товар пришел целый упаковка целая буду пользоваться дополню отзыв  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/20f6467d-d8f9-4380-bbb2-240a33b0aa0d.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Н Нина Р. 28 октября 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 для домашнего использования очень даже. собирать лучше с шуруповертом.  Вам помог этот отзыв? Да 6 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/0687ac74-3d2a-45a5-a274-b98468a666cd.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;И Имя скрыто 25 ноября 2025 Цвет товара: темно-серый, Название цвета: AT-340 Надежность:Средняя Удобство использования:Удобно Соотношение цена/качество:Приемлемое Хороший товар соответствует описанию, пришёл без повреждений  Вам помог этот отзыв? Да 4 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/6ccdc36d-0dc6-40c0-be5d-9ff4afef7c36.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/ca304d89-fe7a-4f3d-a55e-ea9c549b8b52.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Александр А. 24 декабря 2025 Цвет товара: черный-белый-синий, Название цвета: AT-250 хорошее впечатление. устойчивые ножки могу рекомендовать  Вам помог этот отзыв? Да 2 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/28e3eeb9-8e1b-41b5-a67c-e8efe12815b9.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;К Ксения Б. 5 января 2026 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 вот это вещь! дети и взрослые в восторге.  Вам помог этот отзыв? Да 2 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/4c89835e-108f-449e-937a-d05baf33efef.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Ю Юлия С. 16 декабря 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 На вид целый. Будем открывать позже.  Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/4079c5dd-77af-4fd3-bca0-bf8790e86baa.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Анна Ф. 11 декабря 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Классный большой!!! Советую.  Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/01008d33-9a56-46df-b4ef-fd3ebae1bbcd.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;К Ксения С. 2 января 2026 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Надежность:Высокая Соотношение цена/качество:Выгодная покупка Удобство использования:Удобно Классный, дети в восторге)  Вам помог этот отзыв? Да 2 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/668a9804-7de0-4f29-ab94-4e93e23147e8.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Hexenbane 29 декабря 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 Отличный стол.  Вам помог этот отзыв? Да 3 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/9b9a7943-4373-46eb-af7e-d553245285a1.jpeg;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;В Виталий П. 24 октября 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 товар пришёл после возврата другого клиента, по вмятинам на нескщих ножках и слизанным граням на гайках это отчётливо видно, а также на дырках от саморезов на опоре с ящиком для хранения игровых принадлежностей. ручка от ящика совсем другого цвета. Сразу видно, что б/у или был собран ранее. в остальном все хорошо. работает. оставил только по тому, что...  Читать полностью Вам помог этот отзыв? Да 2 Нет 0 Ответить 1 комментарий;;https://www.ozon.ru/product/1409600087
DFC;DFC JUPITER;Аноним;;7;Н Наталья З. 3 декабря 2025 Цвет товара: черный-красный-темно-серый, Название цвета: AT-265 стол замечательный, проверили, всё работает, ничего не сломано. куплен в подарок на Новый год в детский центр, фото добавлю, когда собираем.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/1409600087
DFC;DFC 40 101x50 светлый;Аноним;;8;А Алсу М. 12 мая 2026 Цвет товара: светло-коричневый-коричнево-красный товар пришёл быстро, упаковка качественная, внутри пенопласт и защита углов, напор воздуха хороший, собрали быстро, все работает.  00:25 Вам помог этот отзыв? Да 1 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;И Имя скрыто 21 апреля 2026 Цвет товара: светло-коричневый-коричнево-красный Очень хороший , пришел во время.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/1203badb-6e28-473b-abae-443b224acd03.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Н Наталья М. 30 апреля 2026 Цвет товара: светло-коричневый-коричнево-красный Прекрасная и увлекательная игра для для любых возрастов! Тренирует реакцию, концентрацию, моторику и поднимает настроение! Отличное качество. Спасибо продавцу и производителю!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Э Эдуард Б. изменен 21 апреля 2026 Цвет товара: светло-коричневый-коричнево-красный Добротный стол, собран крепко. Воздух почти равномерно распределяется по полю. Не ждал многого от игры, но он оставляет приятное ощущение. Играть интересно, почти как на взрослом хоккее. Как подарок - самое то!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;А Александр Б. 20 апреля 2026 Цвет товара: светло-коричневый-коричнево-красный Отличный аэрохоккей , рекомендую к покупке. Покупали в подарок , доставили в очень хорошей упаковке. Внутри все грамотно проложено , особенно порадовали уголки .Спасибо производителю за данный товар.А тем кто пишет что слабый вентилятор у данной модели , то не стоит забывать что это мини версия аэрохоккея и здесь его вполне хватает . Конечно не известно...  Читать полностью Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Н Наговицына Л. 5 мая 2026 Цвет товара: светло-коричневый-коричнево-красный Очень понравилось. мальчишкам по 8 и 6 лет. Размер поля как раз. Даже для взрослых подходит ращмер. Уже месяц режутся, все цело.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Н Нина С. 7 мая 2026 Цвет товара: светло-коричневый-коричнево-красный отличный игровой стол,играют и внуки,мальчишки,и молодые родители ,и дедушка Спасибо продавцу  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;В Вадим С. 29 мая 2026 Цвет товара: светло-коричневый-коричнево-красный Игру дарил на День Рождения товарищу. Игра ему понравилась, но дети отняли.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Д Дина Л. 8 мая 2026 Цвет товара: светло-коричневый-коричнево-красный Зашло и ребенку и взрослым!!! Не хлипкий. Качественный товар  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Е Евгения П. 31 мая 2026 Цвет товара: светло-коричневый-коричнево-красный Отличный подарок ребенку. И сами не против поиграть.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;8;В Валентина Л. 29 апреля 2026 Цвет товара: коричневый товар пришёл вовремя,спасибо продавцу.Все целое,что очень важно.Покупали в подарок сыну.Очень доволен и мы в том числе.Играем каждый день 👍 Цена-качество 👍 процветания вам  00:06 Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/9257e62f-a395-48fb-85ba-640d10ef5cc6.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/1c2378b9-3720-4b1f-aaf1-46c1fd81d27a.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/2c807c26-df2e-4f16-a0ee-662b271da7ee.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/399a8ddb-ffe4-47c2-bece-aa8c422ee14c.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;8;Елена 25 апреля 2026 Цвет товара: коричневый Подклейка к бите не удачная. Приклеила, но дети скрутили сам «войлок» от основания. В целом, неплохо, играть можно. Шум от вентилятора несильный.  00:17 Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/e9cabd4d-6e4f-47c1-b807-4cddd8bee4d2.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;10;Е Евгений С. 21 апреля 2026 Цвет товара: светло-серый-белый-светло-синий всё всем понравилось 👍👍👍 особенно детям.  04:46 Вам помог этот отзыв? Да 15 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/72beeaff-9d7b-42f2-b6a4-7f1b140f2819.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Г Галина П. 18 июня 2026 Цвет товара: зеленый-серый Доставили быстро. Коробка вся разбита, заклеена скотчем. Звезду снимать не стала, внутри вроде бы все на месте. Это подарок внуку на день рождения, поэтому доставать из коробки не стала. Надеюсь, что комплектация не нарушена.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/ac528109-9493-469c-9945-937c248f157f.jpeg | https://ir.ozone.ru/s3/rp-photo-11/wc500/73639b8d-913d-465e-ad5a-3a7bbdd9af15.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Т Тимофей С. 3 мая 2026 Цвет товара: коричневый Относительно большой стол, удобный размер. Мертвых зон, где останавливается шайба нет. Единственный минус - недостаточная ширина ворот, если поставить биту посередине, шайба не проходит ни с одной стороны.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-11/wc500/4d737118-9999-4b66-87be-8475290ca237.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;А Анна Р. 20 апреля 2026 Цвет товара: коричневый-светло-зеленый Настольный футбол хорошего качества.Интересно и удобно играть не только детям,но и взрослым.Единственный момент,нужно ставить на не скользящую поверхность,чтобы предотвратить подвижность поля при игре  Вам помог этот отзыв? Да 1 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/bd32bedc-1de3-445b-ac17-01440b0879df.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/b24507dd-8a07-47c0-97de-544fa29311e8.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Иван В. 29 апреля 2026 Цвет товара: темно-синий Отличный, качественно выполненный бильярд. Не хлипкий, не шатается ничего. Кии удобные, шары тяжеленькие. Играем всей семьёй. Рекомендую.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/d45c54d1-d92c-44a3-b29b-75b939f35c04.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;И Имя скрыто 28 мая 2026 Цвет товара: голубой-черный Игра пришла в хорошей плотной коробке, всё целое и в наличии. Игра как настоящая. Ребёнок играет с удовольствием, взрослые - тоже)  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/ba6ceee4-0258-4730-8179-fe9bffb757fb.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;R Ruvy 13 апреля 2026 Цвет товара: синий-белый Прекрасная игра, поле большого размера, дети с восторге, папа в восторге! Доставка опоздала на 1 день, но а празднику успели!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/b0d5cfa6-30ce-406d-bd41-1b8c382f3837.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/fb22b8ac-21e3-408a-8ecc-23447db01a16.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;О Оксана Ш. 25 апреля 2026 Цвет товара: коричневый Давно мечтали о таком столе. К сожалению, пришёл нерабочий. Хотя выглядит очень качественно. Постараемся заменить  Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-15/wc500/4d06d8f9-d9ba-4c44-83c6-3985734da599.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;М Максим Ч. 5 мая 2026 Цвет товара: синий-белый Вполне хороший аэрохоккей! Надо шайба где-то на поле застревает, надо иголкой отверстия в этом месте почистить!  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/650048cf-6870-4089-878a-04eb3fc1d744.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;М Марина Т. 2 мая 2026 Цвет товара: голубой-черный Игровой стол- аэрохоккей пришёл в хорошем состоянии. Полная комплектация. Работает от сети. Размеры впечатляют.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-15/wc500/2ec1304d-d87c-4285-bf37-a82608ad5f52.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Л Лилия К. 12 апреля 2026 Цвет товара: коричневый Пришел хорошо запакованный. Все работает, всё целое. Ребёнок в восторге. В реальности больше чем на фото.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/90ea0864-3bcf-407d-bf90-2501400fe229.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;8;Лейла О. 18 мая 2026 Цвет товара: коричневый Вообще крутая игрушка . Взяли в подарок сыну на 2 года . Час играли с мужем сами 😆 Сын в восторге .  00:05 Вам помог этот отзыв? Да 3 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Р Роман Р. 7 мая 2026 Цвет товара: коричневый Товар пришел вовремя, ветер дует хорошо. Проверяйте то, что он работает от зарядки, а не от батареек.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/3221c9f4-4da4-452d-b6d7-3d3617936d72.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Л Любовь А. 1 мая 2026 Цвет товара: светло-серый-белый-светло-синий за такие деньги , с клееного Кортона конструкция , ещё и с браком , купили подарок ребенку называется  Вам помог этот отзыв? Да 0 Нет 0 Ответить 2 комментария;https://ir.ozone.ru/s3/rp-photo-14/wc500/28eba88d-31b7-4dbd-b9e2-a28add731c21.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;С Сергей К. 3 июня 2026 Цвет товара: голубой-черный Ребёнку понравился . Упакован отлично, дошёл быстро , подключение и сборка элементарная .  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-12/wc500/9771a104-9a50-4421-aecb-7f697dab305b.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Фишер А. 15 апреля 2026 Цвет товара: коричневый Вроде все целое, еще пробовали, ждём завтра. Подарок на др. Надеюсь все будет работать.  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-13/wc500/a1230313-19fa-43ef-87b7-c075dbd1cee8.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/f22dcad0-7964-4520-b1e0-783e8301f6b4.jpeg | https://ir.ozone.ru/s3/rp-photo-12/wc500/3e8aee0a-bcb7-43e0-aea5-fd05a67c11ff.jpeg | https://ir.ozone.ru/s3/rp-photo-14/wc500/ee1a0ca6-b3a8-4b5c-bc06-d1a0f0a3a19d.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;7;Е Евгения З. 6 мая 2026 Цвет товара: голубой-черный хороший аэрохоккей ,достаточно большой ,цена конечно высокая,но сама игра классная  Вам помог этот отзыв? Да 0 Нет 0 Ответить;https://ir.ozone.ru/s3/rp-photo-14/wc500/8e738e89-d892-4419-90bf-d9e055c9f4ef.jpeg;https://www.ozon.ru/product/2718393125
DFC;DFC 40 101x50 светлый;Аноним;;8;А Алсу М. 25 апреля 2026 Цвет товара: голубой-черный Общее впечатление хорошее. Пришло все в комплекте. Дети играют только так)  00:18 Вам помог этот отзыв? Да 6 Нет 0 Ответить;;https://www.ozon.ru/product/2718393125
